WORD,A,ADV,C,D,N,P,PRO,V,TOTAL
categorically,0,1,0,0,0,0,0,0,1
consenting,0,0,0,0,0,0,0,1,1
stockpiling,0,0,0,0,1,0,0,0,1
depot,0,0,0,0,13,0,0,0,13
retaliatory,2,0,0,0,0,0,0,0,2
smokescreen,0,0,0,0,1,0,0,0,1
incendiaries,0,0,0,0,1,0,0,0,1
vile,5,0,0,0,0,0,0,0,5
cargo,0,0,0,0,7,0,0,0,7
701st,1,0,0,0,0,0,0,0,1
beckstrom,0,0,0,0,3,0,0,0,3
secrecy,0,0,0,0,9,0,0,0,9
nitrogen-mustard,0,0,0,0,1,0,0,0,1
nestled,0,0,0,0,0,0,0,3,3
decks,0,0,0,0,6,0,0,0,6
immemorial,2,0,0,0,0,0,0,0,2
me-210,0,0,0,0,2,0,0,0,2
maddalena,0,0,0,0,1,0,0,0,1
convoy,0,0,0,0,3,0,0,0,3
bougie,0,0,0,0,1,0,0,0,1
troopship,0,0,0,0,1,0,0,0,1
reappeared,0,0,0,0,0,0,0,3,3
alarmist,1,0,0,0,0,0,0,0,1
luftwaffe,0,0,0,0,1,0,0,0,1
peltz,0,0,0,0,1,0,0,0,1
blitz,0,0,0,0,3,0,0,0,3
raids,0,0,0,0,5,0,0,0,5
naples,0,0,0,0,3,0,0,0,3
scouting,0,0,0,0,0,0,0,3,3
bari's,0,0,0,0,1,0,0,0,1
anti-aircraft,2,0,0,0,0,0,0,0,2
squadron,0,0,0,0,3,0,0,0,3
r.a.f.,0,0,0,0,1,0,0,0,1
handmaiden,0,0,0,0,1,0,0,0,1
vesole,0,0,0,0,5,0,0,0,5
bascom,0,0,0,0,3,0,0,0,3
co-ordinate,0,0,0,0,0,0,0,1,1
radar-controlled,3,0,0,0,0,0,0,0,3
tracers,0,0,0,0,2,0,0,0,2
bomber's,0,0,0,0,1,0,0,0,1
britisher,0,0,0,0,1,0,0,0,1
grimness,0,0,0,0,1,0,0,0,1
foggia,0,0,0,0,1,0,0,0,1
stunned,0,0,0,0,0,0,0,8,8
flammable,1,0,0,0,0,0,0,0,1
shook,0,0,0,0,0,0,0,57,57
he'd,0,0,0,0,0,0,98,0,98
supposing,0,0,2,0,0,0,0,0,2
tarry,0,0,0,0,0,0,0,1,1
seaman,0,0,0,0,7,0,0,0,7
2/c,0,0,0,0,1,0,0,0,1
1/c,0,0,0,0,2,0,0,0,2
rochford,0,0,0,0,2,0,0,0,2
gazed,0,0,0,0,0,0,0,7,7
gangplank,0,0,0,0,1,0,0,0,1
cahill,0,0,0,0,1,0,0,0,1
grins,0,0,0,0,2,0,0,0,2
noncommittal,2,0,0,0,0,0,0,0,2
officer's,0,0,0,0,13,0,0,0,13
damned,0,0,0,0,0,0,0,19,19
vecchio,0,0,0,0,8,0,0,0,8
shiver,0,0,0,0,2,0,0,2,4
boggled,0,0,0,0,0,0,0,1,1
musmanno,0,0,0,0,4,0,0,0,4
sorrentine,0,0,0,0,1,0,0,0,1
musmanno's,0,0,0,0,1,0,0,0,1
renovated,0,0,0,0,0,0,0,3,3
schooner,0,0,0,0,3,0,0,0,3
badly-needed,1,0,0,0,0,0,0,0,1
sorrentine's,0,0,0,0,1,0,0,0,1
fluttering,0,0,0,0,0,0,0,4,4
snatched,0,0,0,0,0,0,0,11,11
savagely,0,3,0,0,0,0,0,0,3
flashlight,0,0,0,0,8,0,0,0,8
laughed,0,0,0,0,0,0,0,51,51
tinsel,0,0,0,0,2,0,0,0,2
blips,0,0,0,0,1,0,0,0,1
fermate,0,0,0,0,0,0,0,1,1
bellowed,0,0,0,0,0,0,0,6,6
crewmen,0,0,0,0,1,0,0,0,1
eerily,0,2,0,0,0,0,0,0,2
keening,0,0,0,0,1,0,0,1,2
coughed,0,0,0,0,0,0,0,2,2
chattered,0,0,0,0,0,0,0,3,3
roared,0,0,0,0,0,0,0,18,18
crashing,0,0,0,0,0,0,0,7,7
airports,0,0,0,0,4,0,0,0,4
balkans,0,0,0,0,2,0,0,0,2
hundred-odd,2,0,0,0,0,0,0,0,2
junkers,0,0,0,0,2,0,0,0,2
88's,0,0,0,0,1,0,0,0,1
battering,0,0,0,0,0,0,0,2,2
invisible,8,0,0,0,0,0,0,0,8
crane's,0,0,0,0,2,0,0,0,2
unerring,2,0,0,0,0,0,0,0,2
homing,0,0,0,0,0,0,0,1,1
beacon,0,0,0,0,5,0,0,0,5
mp's,0,0,0,0,1,0,0,0,1
imbedded,0,0,0,0,0,0,0,4,4
casks,0,0,0,0,1,0,0,0,1
clambered,0,0,0,0,0,0,0,6,6
gunners,0,0,0,0,2,0,0,0,2
valiantly,0,1,0,0,0,0,0,0,1
blinding,0,0,0,0,0,0,0,2,2
wounded,0,0,0,0,0,0,0,23,23
20-mm,0,0,0,0,1,0,0,0,1
mortally,0,1,0,0,0,0,0,0,1
luckily,0,3,0,0,0,0,0,0,3
erupt,0,0,0,0,0,0,0,2,2
cries,0,0,0,0,5,0,0,1,6
merriment,0,0,0,0,3,0,0,0,3
gaze,0,0,0,0,7,0,0,5,12
staring,0,0,0,0,0,0,0,26,26
open-mouthed,3,0,0,0,0,0,0,0,3
strangest,1,0,0,0,0,0,0,0,1
confesses,0,0,0,0,0,0,0,3,3
weird,10,0,0,0,0,0,0,0,10
deja,0,7,0,0,0,0,0,0,7
vue,0,0,0,0,3,0,0,7,10
previsions,0,0,0,0,2,0,0,0,2
coincidences,0,0,0,0,2,0,0,0,2
side-step,0,0,0,0,0,0,0,1,1
grope,0,0,0,0,0,0,0,1,1
pre-vision,0,0,0,0,1,0,0,0,1
unscientific,2,0,0,0,0,0,0,0,2
maeterlinck,0,0,0,0,1,0,0,0,1
mystified,0,0,0,0,0,0,0,1,1
rudyard,0,0,0,0,1,0,0,0,1
scorn,0,0,0,0,4,0,0,0,4
psychical,4,0,0,0,0,0,0,0,4
unreleased,1,0,0,0,0,0,0,0,1
irregular,9,0,0,0,0,0,0,0,9
slab,0,0,0,0,9,0,0,0,9
clasping,0,0,0,0,0,0,0,4,4
whispered,0,0,0,0,0,0,0,23,23
kipling,0,0,0,0,1,0,0,0,1
overwhelmed,0,0,0,0,0,0,0,4,4
wakeful,5,0,0,0,0,0,0,0,5
freud's,0,0,0,0,2,0,0,0,2
ponder,0,0,0,0,0,0,0,1,1
mantic,1,0,0,0,0,0,0,0,1
prophetic,2,0,0,0,0,0,0,0,2
clairvoyance,0,0,0,0,1,0,0,0,1
prevision,0,0,0,0,2,0,0,0,2
retrovision,0,0,0,0,1,0,0,0,1
continuities,0,0,0,0,2,0,0,0,2
life-like,2,0,0,0,0,0,0,0,2
hodge-podge,0,0,0,0,1,0,0,0,1
psychic,3,0,0,0,0,0,0,0,3
dreamer,0,0,0,0,2,0,0,0,2
imagery,0,0,0,0,10,0,0,0,10
subconsciously,0,4,0,0,0,0,0,0,4
impressing,0,0,0,0,0,0,0,2,2
concurrent,7,0,0,0,0,0,0,0,7
sensory,9,0,0,0,0,0,0,0,9
psycho-physiology,0,0,0,0,1,0,0,0,1
philosophies,0,0,0,0,2,0,0,0,2
ramsperger,0,0,0,0,1,0,0,0,1
unexplained,4,0,0,0,0,0,0,0,4
retinal,3,0,0,0,0,0,0,0,3
images,0,0,0,0,37,0,0,0,37
theorize,0,0,0,0,0,0,0,2,2
perceptive,3,0,0,0,0,0,0,0,3
momentary,6,0,0,0,0,0,0,0,6
prehistoric,2,0,0,0,0,0,0,0,2
ever-existent,1,0,0,0,0,0,0,0,1
past-fantasy,0,0,0,0,1,0,0,0,1
immensity,0,0,0,0,2,0,0,0,2
journeys,0,0,0,0,2,0,0,0,2
pulsation,0,0,0,0,2,0,0,0,2
coexistent,1,0,0,0,0,0,0,0,1
perpetuate,0,0,0,0,0,0,0,5,5
counterpart,0,0,0,0,9,0,0,0,9
inaudible,2,0,0,0,0,0,0,0,2
intactible,1,0,0,0,0,0,0,0,1
progressions,0,0,0,0,3,0,0,0,3
photographically,0,1,0,0,0,0,0,0,1
bizarre,7,0,0,0,0,0,0,0,7
hilprecht,0,0,0,0,3,0,0,0,3
assyrian,1,0,0,0,1,0,0,0,2
babylonian,2,0,0,0,0,0,0,0,2
kurigalzu,0,0,0,0,1,0,0,0,1
1300,1,0,0,0,0,0,0,0,1
escorted,0,0,0,0,0,0,0,5,5
corroborated,0,0,0,0,0,0,0,2,2
priest's,0,0,0,0,1,0,0,0,1
cassite,1,0,0,0,0,0,0,0,1
ostensibly,0,1,0,0,0,0,0,0,1
hilprecht's,0,0,0,0,1,0,0,0,1
fadeout,0,0,0,0,1,0,0,0,1
substitution,0,0,0,0,2,0,0,0,2
joblot,0,0,0,0,1,0,0,0,1
professor's,0,0,0,0,1,0,0,0,1
gradient,1,0,0,0,13,0,0,0,14
nippur,0,0,0,0,1,0,0,0,1
forgetfulness,0,0,0,0,3,0,0,0,3
sleeper's,0,0,0,0,1,0,0,0,1
obliteration,0,0,0,0,2,0,0,0,2
withstands,0,0,0,0,0,0,0,1,1
peculiarly,0,8,0,0,0,0,0,0,8
depew,0,0,0,0,4,0,0,0,4
one-time,2,0,0,0,1,0,0,0,3
nominate,0,0,0,0,0,0,0,3,3
clinched,0,0,0,0,0,0,0,1,1
psychologist,0,0,0,0,10,0,0,0,10
orator,0,0,0,0,5,0,0,0,5
nutrition,0,0,0,0,8,0,0,0,8
assimilate,0,0,0,0,0,0,0,2,2
handicaps,0,0,0,0,1,0,0,0,1
caring,0,0,0,0,0,0,0,10,10
lends,0,0,0,0,0,0,0,4,4
farming,0,0,0,0,4,0,0,12,16
sandy,6,0,0,0,0,0,0,0,6
quick-drying,1,0,0,0,0,0,0,0,1
erosion,0,0,0,0,6,0,0,0,6
ghostly,2,0,0,0,0,0,0,0,2
fertilizers,0,0,0,0,3,0,0,0,3
insecticides,0,0,0,0,2,0,0,0,2
contouring,0,0,0,0,0,0,0,1,1
reminiscing,0,0,0,0,0,0,0,1,1
gardening,0,0,0,0,2,0,0,1,3
bromfield's,0,0,0,0,1,0,0,0,1
conservationist,0,0,0,0,1,0,0,0,1
plowman's,0,0,0,0,1,0,0,0,1
faulkner,0,0,0,0,21,0,0,0,21
herd,0,0,0,0,20,0,0,2,22
wastes,0,0,0,0,6,0,0,0,6
pails,0,0,0,0,4,0,0,0,4
shredder,0,0,0,0,1,0,0,0,1
spreader,0,0,0,0,1,0,0,0,1
mulching,0,0,0,0,0,0,0,1,1
water-holding,1,0,0,0,0,0,0,0,1
irrigate,0,0,0,0,0,0,0,1,1
stooped,0,0,0,0,0,0,0,3,3
sniffing,0,0,0,0,0,0,0,2,2
crumbly,1,0,0,0,0,0,0,0,1
soils,0,0,0,0,15,0,0,0,15
long-keeping,1,0,0,0,0,0,0,0,1
enrichment,0,0,0,0,3,0,0,0,3
fungicides,0,0,0,0,1,0,0,0,1
turnips,0,0,0,0,1,0,0,0,1
rutabagas,0,0,0,0,1,0,0,0,1
beets,0,0,0,0,2,0,0,0,2
cabbage,0,0,0,0,4,0,0,0,4
squash,0,0,0,0,2,0,0,0,2
rotenone,0,0,0,0,1,0,0,0,1
bio-dynamic,1,0,0,0,0,0,0,0,1
wholewheat,0,0,0,0,1,0,0,0,1
whole-wheat,0,0,0,0,6,0,0,0,6
menus,0,0,0,0,2,0,0,0,2
colman,0,0,0,0,3,0,0,0,3
freshly,0,2,0,0,0,0,0,0,2
clark's,0,0,0,0,1,0,0,0,1
deteriorate,0,0,0,0,0,0,0,1,1
pours,0,0,0,0,0,0,0,2,2
soy,0,0,0,0,1,0,0,0,1
listens,0,0,0,0,0,0,0,2,2
fragrant,3,0,0,0,0,0,0,0,3
lillian's,0,0,0,0,1,0,0,0,1
eyeing,0,0,0,0,0,0,0,4,4
freshly-ground,1,0,0,0,0,0,0,0,1
cereal,0,0,0,0,17,0,0,0,17
cereals,0,0,0,0,4,0,0,0,4
fresh-ground,1,0,0,0,0,0,0,0,1
cornmeal,0,0,0,0,2,0,0,0,2
buckshot,0,0,0,0,1,0,0,0,1
voraciously,0,1,0,0,0,0,0,0,1
body-building,1,0,0,0,0,0,0,0,1
salads,0,0,0,0,3,0,0,0,3
liberally,0,4,0,0,0,0,0,0,4
freezer,0,0,0,0,1,0,0,0,1
home-made,1,0,0,0,0,0,0,0,1
sprouted,0,0,0,0,0,0,0,3,3
suey,0,0,0,0,1,0,0,0,1
hens,0,0,0,0,4,0,0,0,4
roosters,0,0,0,0,2,0,0,0,2
fertility,0,0,0,0,10,0,0,0,10
puddings,0,0,0,0,1,0,0,0,1
sulphured,0,0,0,0,0,0,0,1,1
unsprayed,1,0,0,0,0,0,0,0,1
wheat-germ,0,0,0,0,2,0,0,0,2
brewer's,0,0,0,0,1,0,0,0,1
kelp,0,0,0,0,2,0,0,0,2
spaghetti,0,0,0,0,1,0,0,0,1
loaves,0,0,0,0,3,0,0,0,3
insecticide,0,0,0,0,1,0,0,0,1
residues,0,0,0,0,3,0,0,0,3
conserves,0,0,0,0,0,0,0,1,1
spilling,0,0,0,0,0,0,0,3,3
underfoot,0,4,0,0,0,0,0,0,4
hikes,0,0,0,0,4,0,0,0,4
munch,0,0,0,0,0,0,0,1,1
nourishing,0,0,0,0,0,0,0,1,1
hiking,0,0,0,0,1,0,0,1,2
healthier,2,0,0,0,0,0,0,0,2
shampoo,0,0,0,0,2,0,0,0,2
sheen,0,0,0,0,2,0,0,0,2
complexion,0,0,0,0,6,0,0,0,6
buffeted,0,0,0,0,0,0,0,2,2
swirling,0,0,0,0,0,0,0,4,4
biplane,0,0,0,0,2,0,0,0,2
struggled,0,0,0,0,0,0,0,8,8
northward,0,5,0,0,0,0,0,0,5
northfield,0,0,0,0,3,0,0,0,3
wires,0,0,0,0,13,0,0,0,13
whined,0,0,0,0,0,0,0,1,1
bundled,0,0,0,0,0,0,0,3,3
peered,0,0,0,0,0,0,0,20,20
grinned,0,0,0,0,0,0,0,30,30
plume,0,0,0,0,2,0,0,0,2
idled,0,0,0,0,0,0,0,1,1
gravel,0,0,0,0,9,0,0,0,9
labored,0,0,0,0,0,0,0,5,5
ruptured,0,0,0,0,0,0,0,2,2
roadbed,0,0,0,0,1,0,0,0,1
girders,0,0,0,0,1,0,0,0,1
prostrate,2,0,0,0,0,0,0,0,2
cloudburst,0,0,0,0,3,0,0,0,3
postmasters,0,0,0,0,1,0,0,0,1
shoveled,0,0,0,0,0,0,0,2,2
muck,0,0,0,0,1,0,0,0,1
rights-of-way,0,0,0,0,1,0,0,0,1
flood's,0,0,0,0,1,0,0,0,1
burlington,0,0,0,0,6,0,0,0,6
ferried,0,0,0,0,0,0,0,1,1
undisrupted,1,0,0,0,0,0,0,0,1
concord,0,0,0,0,10,0,0,0,10
easing,0,0,0,0,0,0,0,3,3
burlington's,0,0,0,0,1,0,0,0,1
montpelier,0,0,0,0,7,0,0,0,7
aviator,0,0,0,0,3,0,0,0,3
hastily-summoned,1,0,0,0,0,0,0,0,1
wide-winged,1,0,0,0,0,0,0,0,1
jenny,0,0,0,0,8,0,0,0,8
dehaviland,0,0,0,0,1,0,0,0,1
two-seaters,0,0,0,0,1,0,0,0,1
sod,0,0,0,0,3,0,0,0,3
flood-ravaged,1,0,0,0,0,0,0,0,1
hillside,0,0,0,0,9,0,0,0,9
takeoffs,0,0,0,0,2,0,0,0,2
landings,0,0,0,0,2,0,0,0,2
barre,0,0,0,0,5,0,0,0,5
crumpled,0,0,0,0,0,0,0,4,4
granite,0,0,0,0,3,0,0,0,3
quarrymen,0,0,0,0,1,0,0,0,1
172nd,1,0,0,0,0,0,0,0,1
millstone,0,0,0,0,1,0,0,0,1
aviation,0,0,0,0,5,0,0,0,5
flyers,0,0,0,0,2,0,0,0,2
hops,0,0,0,0,1,0,0,0,1
hob,0,0,0,0,1,0,0,0,1
recently-passed,1,0,0,0,0,0,0,0,1
empowering,0,0,0,0,0,0,0,1,1
clogging,0,0,0,0,0,0,0,2,2
terminals,0,0,0,0,4,0,0,0,4
fogg,0,0,0,0,23,0,0,0,23
englander,0,0,0,0,5,0,0,0,5
barnstormer,0,0,0,0,1,0,0,0,1
wiry,8,0,0,0,0,0,0,0,8
racked,0,0,0,0,0,0,0,1,1
curtiss,0,0,0,0,2,0,0,0,2
mf,0,0,0,0,1,0,0,0,1
winnipesaukee,0,0,0,0,1,0,0,0,1
inaugurated,0,0,0,0,0,0,0,4,4
lindbergh's,0,0,0,0,1,0,0,0,1
aviators,0,0,0,0,1,0,0,0,1
legendary,6,0,0,0,0,0,0,0,6
backers,0,0,0,0,4,0,0,0,4
waco,0,0,0,0,5,0,0,0,5
225/hp,1,0,0,0,0,0,0,0,1
silver-painted,1,0,0,0,0,0,0,0,1
22-1/2,1,0,0,0,0,0,0,0,1
on-to-spokane,1,0,0,0,0,0,0,0,1
leak,0,0,0,0,2,0,0,0,2
wry-faced,1,0,0,0,0,0,0,0,1
airline,0,0,0,0,2,0,0,0,2
unsafe,1,0,0,0,0,0,0,0,1
roundabout,2,0,0,0,0,0,0,0,2
begged,0,0,0,0,0,0,0,13,13
safer,5,0,0,0,0,0,0,0,5
flat-topped,1,0,0,0,0,0,0,0,1
countered,0,0,0,0,0,0,0,2,2
uphill,1,0,0,0,0,0,0,0,1
downwind,1,2,0,0,0,0,0,0,3
wreckage,0,0,0,0,2,0,0,0,2
snow-covered,1,0,0,0,0,0,0,0,1
reuben,0,0,0,0,3,0,0,0,3
sleight,0,0,0,0,1,0,0,0,1
wolfe,0,0,0,0,8,0,0,0,8
postmaster,0,0,0,0,4,0,0,0,4
mckenna,0,0,0,0,1,0,0,0,1
scouted,0,0,0,0,0,0,0,1,1
passable,1,0,0,0,0,0,0,0,1
somers,0,0,0,0,7,0,0,0,7
barre-montpelier,1,0,0,0,0,0,0,0,1
pouches,0,0,0,0,2,0,0,0,2
telegram,0,0,0,0,8,0,0,0,8
airplanes,0,0,0,0,10,0,0,0,10
fogg's,0,0,0,0,3,0,0,0,3
one-man,5,0,0,0,0,0,0,0,5
one-plane,0,0,0,0,1,0,0,0,1
sub-freezing,1,0,0,0,0,0,0,0,1
vagaries,0,0,0,0,1,0,0,0,1
crawled,0,0,0,0,0,0,0,20,20
togs,0,0,0,0,1,0,0,0,1
old-style,0,0,0,0,2,0,0,0,2
sheepskin,0,0,0,0,3,0,0,0,3
sheep-lined,1,0,0,0,0,0,0,0,1
helmet,0,0,0,0,1,0,0,0,1
goggles,0,0,0,0,1,0,0,0,1
mittens,0,0,0,0,2,0,0,0,2
airman's,0,0,0,0,1,0,0,0,1
frosty,1,0,0,0,0,0,0,0,1
wind-velocity,0,0,0,0,1,0,0,0,1
visibility,0,0,0,0,5,0,0,0,5
ceilings,0,0,0,0,1,0,0,0,1
hartwell,0,0,0,0,1,0,0,0,1
caleb,0,0,0,0,1,0,0,0,1
marston,0,0,0,0,3,0,0,0,3
drafty,2,0,0,0,0,0,0,0,2
hangar,0,0,0,0,1,0,0,0,1
wishing,0,0,0,0,0,0,0,5,5
disregarding,0,0,0,0,0,0,0,3,3
sleet,0,0,0,0,1,0,0,0,1
clocks,0,0,0,0,8,0,0,0,8
rackety,2,0,0,0,0,0,0,0,2
bark,0,0,0,0,13,0,0,1,14
whirlwind's,0,0,0,0,1,0,0,0,1
reckoning,0,0,0,0,3,0,0,0,3
threading,0,0,0,0,0,0,0,3,3
overcast,0,0,0,0,8,0,0,1,9
socked,0,0,0,0,0,0,0,1,1
chandelle,0,0,0,0,0,0,0,1,1
ottauquechee,0,0,0,0,1,0,0,0,1
danville,0,0,0,0,1,0,0,0,1
ticked,0,0,0,0,0,0,0,2,2
idling,0,0,0,0,0,0,0,2,2
messenger,0,0,0,0,10,0,0,0,10
deduce,0,0,0,0,0,0,0,3,3
thawed,0,0,0,0,0,0,0,3,3
shuttled,0,0,0,0,0,0,0,1,1
barnyards,0,0,0,0,1,0,0,0,1
repairmen,0,0,0,0,2,0,0,0,2
near-misses,0,0,0,0,1,0,0,0,1
miscalculated,0,0,0,0,0,0,0,1,1
barracks,0,0,0,0,3,0,0,0,3
revved,0,0,0,0,0,0,0,1,1
slipstream,0,0,0,0,1,0,0,0,1
powdery,3,0,0,0,0,0,0,0,3
old-timers,0,0,0,0,1,0,0,0,1
looms,0,0,0,0,1,0,0,1,2
hazy,5,0,0,0,0,0,0,0,5
penman,0,0,0,0,1,0,0,0,1
penny,0,0,0,0,25,0,0,0,25
fogy,0,0,0,0,1,0,0,0,1
out-moded,1,0,0,0,0,0,0,0,1
i.b.m.,0,0,0,0,1,0,0,0,1
merrily,0,2,0,0,0,0,0,0,2
invalids,0,0,0,0,1,0,0,0,1
serenity,0,0,0,0,6,0,0,0,6
moan,0,0,0,0,0,0,0,1,1
bewail,0,0,0,0,0,0,0,1,1
unhappiness,0,0,0,0,6,0,0,0,6
unabridged,1,0,0,0,0,0,0,0,1
puttering,0,0,0,0,0,0,0,2,2
amaze,0,0,0,0,0,0,0,3,3
knack,0,0,0,0,4,0,0,0,4
doll,0,0,0,0,10,0,0,0,10
hem,0,0,0,0,4,0,0,0,4
buttonholes,0,0,0,0,1,0,0,0,1
crochet,0,0,0,0,0,0,0,1,1
tat,0,0,0,0,0,0,0,1,1
hooking,0,0,0,0,0,0,0,1,1
braiding,0,0,0,0,0,0,0,1,1
rugs,0,0,0,0,4,0,0,0,4
mosaic,1,0,0,0,3,0,0,0,4
ceramics,0,0,0,0,3,0,0,0,3
yearn,0,0,0,0,0,0,0,1,1
cakes,0,0,0,0,3,0,0,0,3
candies,0,0,0,0,2,0,0,0,2
calorie,0,0,0,0,1,0,0,0,1
hands-off-all-sweets,0,0,0,0,1,0,0,0,1
carve,0,0,0,0,0,0,0,3,3
dandy,2,0,0,0,15,0,0,0,17
gadgets,0,0,0,0,7,0,0,0,7
housework,0,0,0,0,2,0,0,0,2
scrub,1,0,0,0,2,0,0,6,9
slips,0,0,0,0,7,0,0,1,8
dejection,0,0,0,0,1,0,0,0,1
plugging,0,0,0,0,0,0,0,1,1
hobbies,0,0,0,0,3,0,0,0,3
timetables,0,0,0,0,1,0,0,0,1
dolls,0,0,0,0,12,0,0,0,12
hobby,0,0,0,0,4,0,0,0,4
clippings,0,0,0,0,4,0,0,0,4
n'th,0,0,0,0,1,0,0,0,1
creativity,0,0,0,0,9,0,0,0,9
noah,0,0,0,0,1,0,0,0,1
coop,0,0,0,0,3,0,0,0,3
procreative,2,0,0,0,0,0,0,0,2
non-instinctive,1,0,0,0,0,0,0,0,1
burrow,0,0,0,0,3,0,0,1,4
hive,0,0,0,0,2,0,0,0,2
sameness,0,0,0,0,4,0,0,0,4
specie,0,0,0,0,2,0,0,0,2
forbears,0,0,0,0,2,0,0,0,2
projecting,0,0,0,0,0,0,0,6,6
jules,0,0,0,0,1,0,0,0,1
verne,0,0,0,0,1,0,0,0,1
tennyson,0,0,0,0,2,0,0,0,2
blitzes,0,0,0,0,1,0,0,0,1
acrobats,0,0,0,0,1,0,0,0,1
remake,0,0,0,0,0,0,0,2,2
artisan,0,0,0,0,2,0,0,0,2
over-occupied,1,0,0,0,0,0,0,0,1
forestall,0,0,0,0,0,0,0,5,5
maturing,0,0,0,0,0,0,0,3,3
huxley,0,0,0,0,6,0,0,0,6
procreativity,0,0,0,0,1,0,0,0,1
victorian,8,0,0,0,0,0,0,0,8
honeymooners,0,0,0,0,1,0,0,0,1
sex-manuals,0,0,0,0,1,0,0,0,1
gynecologists,0,0,0,0,2,0,0,0,2
joking,0,0,0,0,0,0,0,5,5
newly-married,1,0,0,0,0,0,0,0,1
intercourse,0,0,0,0,9,0,0,0,9
stateroom,0,0,0,0,2,0,0,0,2
unhurried,3,0,0,0,0,0,0,0,3
confiding,0,0,0,0,0,0,0,2,2
consummation,0,0,0,0,4,0,0,0,4
virginity,0,0,0,0,4,0,0,0,4
hymen,0,0,0,0,13,0,0,0,13
profuse,2,0,0,0,0,0,0,0,2
membrane,0,0,0,0,6,0,0,0,6
vagina,0,0,0,0,10,0,0,0,10
exaggerations,0,0,0,0,1,0,0,0,1
folk-lore,0,0,0,0,2,0,0,0,2
hymens,0,0,0,0,1,0,0,0,1
newly-weds,0,0,0,0,1,0,0,0,1
manuals,0,0,0,0,4,0,0,0,4
foresaw,0,0,0,0,0,0,0,2,2
incise,0,0,0,0,0,0,0,1,1
dilate,0,0,0,0,0,0,0,2,2
outgrowth,0,0,0,0,1,0,0,0,1
dilating,0,0,0,0,0,0,0,1,1
dilation,0,0,0,0,2,0,0,0,2
childbirth,0,0,0,0,3,0,0,0,3
dilatation,0,0,0,0,3,0,0,0,3
instinctive,2,0,0,0,0,0,0,0,2
reflex,0,0,0,0,4,0,0,0,4
involuntarily,0,1,0,0,0,0,0,0,1
vaginal,6,0,0,0,1,0,0,0,7
intrusion,0,0,0,0,3,0,0,0,3
learns,0,0,0,0,0,0,0,10,10
gynecological,1,0,0,0,0,0,0,0,1
erotic,8,0,0,0,0,0,0,0,8
prolongation,0,0,0,0,1,0,0,0,1
fore-play,0,0,0,0,1,0,0,0,1
caresses,0,0,0,0,5,0,0,0,5
relaxes,0,0,0,0,0,0,0,3,3
dilates,0,0,0,0,0,0,0,1,1
lubricant,0,0,0,0,2,0,0,0,2
anterior,5,0,0,0,0,0,0,0,5
posterior,6,0,0,0,0,0,0,0,6
urethra,0,0,0,0,1,0,0,0,1
dilated,0,0,0,0,0,0,0,2,2
locker-room,0,0,0,0,2,0,0,0,2
prolongs,0,0,0,0,0,0,0,1,1
virility,0,0,0,0,3,0,0,0,3
decisiveness,0,0,0,0,2,0,0,0,2
ruthlessness,0,0,0,0,3,0,0,0,3
inflame,0,0,0,0,0,0,0,1,1
deep-seated,2,0,0,0,0,0,0,0,2
complicate,0,0,0,0,0,0,0,2,2
facilitate,0,0,0,0,0,0,0,5,5
premature,3,0,0,0,0,0,0,0,3
dishearten,0,0,0,0,0,0,0,2,2
wisest,1,0,0,0,0,0,0,0,1
self-centered,2,0,0,0,0,0,0,0,2
accumulated,0,0,0,0,0,0,0,10,10
orgasm,0,0,0,0,7,0,0,0,7
nude,20,0,0,0,0,0,0,0,20
kenneth,0,0,0,0,6,0,0,0,6
arouses,0,0,0,0,0,0,0,2,2
divergence,0,0,0,0,2,0,0,0,2
kinsey,0,0,0,0,1,0,0,0,1
nudity,0,0,0,0,2,0,0,0,2
matron,0,0,0,0,3,0,0,0,3
nudist,0,0,0,0,1,0,0,0,1
censorship,0,0,0,0,5,0,0,0,5
crusader,0,0,0,0,1,0,0,0,1
semi-nude,1,0,0,0,0,0,0,0,1
lewd,3,0,0,0,0,0,0,0,3
pornographic,1,0,0,0,0,0,0,0,1
proponent,0,0,0,0,2,0,0,0,2
epitome,0,0,0,0,2,0,0,0,2
bump,0,0,0,0,1,0,0,4,5
nudism,0,0,0,0,1,0,0,0,1
unselfish,1,0,0,0,0,0,0,0,1
reversed,0,0,0,0,0,0,0,8,8
counselors,0,0,0,0,3,0,0,0,3
aye,0,1,0,0,0,0,0,0,1
nay,0,2,0,0,0,0,0,0,2
asserting,0,0,0,0,0,0,0,4,4
meekest,1,0,0,0,0,0,0,0,1
submissive,4,0,0,0,0,0,0,0,4
emancipated,0,0,0,0,0,0,0,2,2
steichen,0,0,0,0,10,0,0,0,10
calderone,0,0,0,0,6,0,0,0,6
self-assertive,2,0,0,0,0,0,0,0,2
unhealthy,4,0,0,0,0,0,0,0,4
sexually,0,6,0,0,0,0,0,0,6
heedless,2,0,0,0,0,0,0,0,2
cheated,0,0,0,0,0,0,0,4,4
bestial,1,0,0,0,0,0,0,0,1
wifely,1,0,0,0,0,0,0,0,1
demeans,0,0,0,0,0,0,0,1,1
saps,0,0,0,0,0,0,0,1,1
robs,0,0,0,0,0,0,0,1,1
masculinity,0,0,0,0,1,0,0,0,1
maleness,0,0,0,0,3,0,0,0,3
embezzle,0,0,0,0,0,0,0,1,1
